index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.tagesschau.de/wirtschaft/mehrwertsteuer-gas-102.html,https://www.tagesschau.de/wirtschaft/mehrwertsteuer-gas-102.html,0,www.tagesschau.de,Ab heute Mehrwertsteuer auf Gas wieder bei 19 Prozent,Ab heute wird wieder die volle Mehrwertsteuer von 19 Prozent auf Gas und Fernwärme fällig - die von der Bundesregierung im Zuge des Ukraine-Kriegs beschlossene Senkung auf 7 Prozent läuft aus. Experten rechnen mit höheren Kosten für Verbraucher.,https://images.tagesschau.de/image/5208ed99-5eb8-4caa-9d45-a58cd3ac2df9/AAABiJ8KRVE/AAABjcWen7M/16x9-1280/gasflamme-124.jpg,2024-04-01T02:42:00Z,,"Stand: 01.04.2024 04:42 Uhr
Ab heute wird wieder die volle Mehrwertsteuer von 19 Prozent auf Gas und Fernwärme fällig - die von der Bundesregierung im Zuge des Ukraine-Kriegs beschlossene Senkung au… [+1004 chars]",,de,'Krieg'
https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https://www.golem.de/news/baikal-electronics-die-haelfte-der-russischen-prozessoren-ist-defekt-2404-183713.html&referer=https://t.co/6f872f7d25,https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https://www.golem.de/news/baikal-electronics-die-haelfte-der-russischen-prozessoren-ist-defekt-2404-183713.html&referer=https://t.co/6f872f7d25,0,www.golem.de,Baikal Electronics: Die Hälfte der russischen Prozessoren ist defekt,"Der russische CPU-Entwickler Baikal Electronis lässt weiterhin Chips fertigen. Beim Packaging in Russland gibt es aber große Probleme. (Prozessor, TSMC)",,2024-04-01T07:38:01Z,,"Besuchen Sie Golem.de wie gewohnt mit Werbung und Tracking,
 indem Sie der Nutzung aller Cookies zustimmen.
 Details zum Tracking finden Sie im Privacy Center.
Skript wurde nicht geladen. Informat… [+607 chars]",,de,'Russland'
https://www.nzz.ch/sport/weitere-sportarten/rad-der-tour-de-suisse-der-frauen-droht-das-aus-ld.1824353,https://www.nzz.ch/sport/weitere-sportarten/rad-der-tour-de-suisse-der-frauen-droht-das-aus-ld.1824353,0,www.nzz.ch,Hohe Kosten und Sponsorenmangel: Der Tour de Suisse Women droht das Aus,Erst 2021 lancierten die Veranstalter der Schweizer Landesrundfahrt ein Frauenrennen. Nun steht die Zukunft des Projekts bereits wieder infrage.,"https://img.nzz.ch/2023/06/20/792e1262-ee2c-45fb-8de6-183af6feb03d.jpeg?width=1200&height=674&fit=bound&quality=75&auto=webp&crop=5058,2841,x0,y265&wmark=nzz",2024-04-01T12:00:00Z,,"Stürzte am Sonntag an der Flandernrundfahrt der Frauen schwer: Marlen Reusser, die letztjährige Gewinnerin der Tour de Suisse Women.
Im März trafen sich die Veranstalter der Tour de Suisse zu einer … [+6119 chars]",,de,'Hohe Kosten'
https://www.telepolis.de/features/Die-Europaeische-Union-muss-sich-vom-Wahnsinn-des-Krieges-befreien-9672063.html,https://www.telepolis.de/features/Die-Europaeische-Union-muss-sich-vom-Wahnsinn-des-Krieges-befreien-9672063.html,0,www.telepolis.de,Die Europäische Union muss sich vom Wahnsinn des Krieges befreien,Vom Versagen der EU-Politik. Rede zu den Ostermärschen Berlin und Nürnberg 2024. Gastbeitrag.,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/5/6/5/7/0/3/friedenstaube-leave_ho-fbe15ff2a85337d8.jpeg,2024-04-01T13:00:00Z,,"Vom Versagen der EU-Politik. Rede zu den Ostermärschen Berlin und Nürnberg 2024. Gastbeitrag.
Heute sind die Ostermärsche wieder viel wichtiger geworden als bisher. Denn die Welt versinkt zunehmend … [+7405 chars]",,de,'Krieg'
https://www.tagesschau.de/ausland/afrika/elfenbeinkueste-kakao-100.html,https://www.tagesschau.de/ausland/afrika/elfenbeinkueste-kakao-100.html,0,www.tagesschau.de,Elfenbeinküste: Teurer Kakao - reiche Bauern?,"Der Preis für Kakao steigt, und das spüren auch die Herstellerländer. Doch bei den Bauern kommt wenig an. Ihnen machen dafür Extremwetter und Inflation zu schaffen - und eine fatale Preisgarantie. Von Dunja Sadaqi.",https://images.tagesschau.de/image/df09df10-c2c0-4483-a57e-d3f7dfe9ee31/AAABjpnEUGg/AAABjcWen7M/16x9-1280/elfenbeinkueste-kakao-102.jpg,2024-04-01T13:06:03Z,,"Stand: 01.04.2024 15:06 Uhr
Der Preis für Kakao steigt, und das spüren auch die Herstellerländer. Doch bei den Bauern kommt wenig an. Ihnen machen dafür Extremwetter und Inflation zu schaffen - und … [+3419 chars]",,de,'Inflation'
https://www.zeit.de/zett/queeres-leben/2024-03/ukraine-krieg-queerness-lgbtqia-alltag,https://www.zeit.de/zett/queeres-leben/2024-03/ukraine-krieg-queerness-lgbtqia-alltag,0,www.zeit.de,Ukraine: Queeres Leben im Krieg,"Der Krieg bedroht queere Menschen in der Ukraine besonders, nicht nur unter russischer Besatzung. Eine Fotografin hat fünf junge LGBT-Personen in ihrem Alltag begleitet.",https://img.zeit.de/zett/2024-03/ukraine-krieg-queerness-lgbtqia-alltag-bild/wide__1300x731,2024-04-01T14:06:06Z,,Im Krieg gegen die Ukraine sind queere Menschen mehrfachen Gefahren ausgesetzt: Unter russischer Besatzung werden sie verfolgt und können ihre Identität nicht ausleben. Auch innerhalb der ukrainische… [+582 chars],,de,'Krieg'
https://www.zeit.de/news/2024-04/01/nach-tragoedie-in-goldmine-verschuettetensuche-eingestellt,https://www.zeit.de/news/2024-04/01/nach-tragoedie-in-goldmine-verschuettetensuche-eingestellt,0,www.zeit.de,Russland: Nach Tragödie in Goldmine: Verschüttetensuche eingestellt,Hier finden Sie Informationen zu dem Thema „Russland“. Lesen Sie jetzt „Nach Tragödie in Goldmine: Verschüttetensuche eingestellt“.,https://img.zeit.de/news/2024-04/01/nach-tragoedie-in-goldmine-verschuettetensuche-eingestellt-image-group/wide__1300x731,2024-04-01T14:15:08Z,,"Nach zwei Wochen versuchter Rettung von 13 Bergleuten in Russland haben Helfer die Suche nach den Verschütteten in einer der größten Goldminen des Landes eingestellt.
Mehr Schlagzeilen
Nach dem Unf… [+1219 chars]",,de,'Russland'
https://www.focus.de/panorama/welt/neue-generation-sophia-will-nicht-fuer-den-ruhestand-sparen-verreise-lieber-mit-freunden_id_259814201.html,https://www.focus.de/panorama/welt/neue-generation-sophia-will-nicht-fuer-den-ruhestand-sparen-verreise-lieber-mit-freunden_id_259814201.html,0,www.focus.de,Gehört zur Gen Z - Sophia will nicht für Ruhestand sparen: „Verreise lieber mit Freunden“,"Die Generation ihrer Mutter habe immer genau gewusst, wo ihr Geld hinging. Sie aber wolle sich auf die wichtigen Dinge im Leben konzentrieren, sagt Sophia: Wein, Lachen und Lektionen.",https://p6.focus.de/img/fotos/id_259814200/imago0441820454h.jpg?im=Crop%3D%280%2C288%2C3464%2C1732%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=38864f7662a15428eb258ad2bd0046e44d8ea8806676fa6b4fcbc3ec2a27689a,2024-04-01T16:44:08Z,,"Die Generation ihrer Mutter habe immer genau gewusst, wo ihr Geld hinging. Sie aber wolle sich auf die wichtigen Dinge im Leben konzentrieren, sagt Sophia: Wein, Lachen und Lektionen.Ihre Mutter sei … [+3099 chars]",,de,'Geld sparen'
https://www.tagesschau.de/ausland/europa/havanna-syndrom-russland-spur-100.html,https://www.tagesschau.de/ausland/europa/havanna-syndrom-russland-spur-100.html,0,www.tagesschau.de,"Steckt Russland hinter dem ""Havanna-Syndrom""?","Benommenheit, Sehprobleme und Kopfschmerzen: Unter dem ""Havanna-Syndrom"" leiden zahlreiche US-Diplomaten. Woher die Probleme kommen, ist unklar. Recherchen zufolge führt eine Spur zum russischen Militärgeheimdienst. Moskau dementiert.",https://images.tagesschau.de/image/b71ad3a4-6c05-4c45-b8d2-62fc064722db/AAABjprvrpY/AAABjcWen7M/16x9-1280/us-botschaft-kuba-104.jpg,2024-04-01T18:33:03Z,,"Stand: 01.04.2024 20:33 Uhr
Benommenheit, Sehprobleme und Kopfschmerzen: Unter dem ""Havanna-Syndrom"" leiden zahlreiche US-Diplomaten. Woher die Probleme kommen, ist unklar. Recherchen zufolge führt … [+3822 chars]",,de,'Russland'
https://www.n-tv.de/politik/21-47-Russland-schiesst-angeblich-ukrainische-Drohen-ab-Dennoch-brennt-es-in-Kursk--article23143824.html,https://www.n-tv.de/politik/21-47-Russland-schiesst-angeblich-ukrainische-Drohen-ab-Dennoch-brennt-es-in-Kursk--article23143824.html,0,www.n-tv.de,Ukraine-Krieg im Liveticker: +++ 21:47 Russland schießt angeblich ukrainische Drohen ab: Dennoch brennt es in Kursk +++,Lesen Sie alle aktuellen Entwicklungen und Nachrichten über den russischen Angriffskrieg auf die Ukraine im Liveticker von ntv.de.,https://bilder2.n-tv.de/img/incoming/crop23332537/9041326157-cImg_16_9-w1200/Liveticker1-grau-1-Kopie.jpg,2024-04-01T22:05:00Z,,"Die russische Luftabwehr schießt nach eigenen Angaben am Abend zwei Drohnen über der Stadt Kursk ab. Das teilt der Gouverneur der Region, Roman Starovoit, mit. ""Eine weitere ukrainische Drohne wurde … [+36593 chars]",,de,'Ukraine'
