,phrase,label,sentiment,subjectivity,language,count
Bundeswirtschaftsministerium,Bundeswirtschaftsministerium,ORG,0.0,0.0,de,1
Gaskrise:,Gaskrise:,ORG,0.0,0.0,de,1
Expertenkommission der Bundesregierung.,Expertenkommission der Bundesregierung.,ORG,1.0,0.0,de,1
Öl-Pipeline Druschba,Öl-Pipeline Druschba,ORG,-1.0,0.0,de,1
Mehr Klimaschutz,Mehr Klimaschutz,ORG,-0.5,0.0,de,1
Abgeordneten,Abgeordneten,ORG,0.0,0.0,de,1
Gesellschaft: Professor: Inflation,Gesellschaft: Professor: Inflation,ORG,0.0,0.0,de,1
Gaslieferung,Gaslieferung,ORG,0.0,0.0,de,1
RIA,RIA,ORG,0.0,0.0,de,1
Eurasischen Wirtschaftsunion,Eurasischen Wirtschaftsunion,ORG,0.0,0.0,de,1
EEU,EEU,ORG,0.0,0.0,de,1
Gasimporteur Uniper,Gasimporteur Uniper,ORG,0.0,0.0,de,1
russische Parlament,russische Parlament,ORG,0.0,0.0,de,1
Russlands Parlament,Russlands Parlament,ORG,1.0,0.0,de,1
SPD-Kanzlers,SPD-Kanzlers,ORG,0.0,0.0,de,1
AKW Saporischschj…,AKW Saporischschj…,ORG,-0.7,0.0,de,1
Russland-Geschäft,Russland-Geschäft,ORG,0.0,0.0,de,1
Zentrum,Zentrum,ORG,0.0,0.0,de,1
Gasmarkt richtu…,Gasmarkt richtu…,ORG,0.0,0.0,de,1
Milliardenverlust: Uniper,Milliardenverlust: Uniper,ORG,-1.0,0.0,de,1
Beuu llule,Beuu llule,ORG,0.0,0.0,de,1
Hochschule Neubrandenburg: Energiekosten,Hochschule Neubrandenburg: Energiekosten,ORG,-1.0,0.0,de,1
Europäischen …,Europäischen …,ORG,0.0,0.0,de,1
Gasimporteur: Uniper,Gasimporteur: Uniper,ORG,0.0,0.0,de,1
Sozialverband Deutschland,Sozialverband Deutschland,ORG,0.7,0.0,de,1
EU Kiew,EU Kiew,ORG,0.7,0.0,de,1
Deutsche Umwelt…,Deutsche Umwelt…,ORG,0.0,0.0,de,1
Handelsblatt Today: Droht Deutschland,Handelsblatt Today: Droht Deutschland,ORG,0.0,0.0,de,1
Gewerkschaft ver.di…,Gewerkschaft ver.di…,ORG,-1.0,0.0,de,1
EU-Einkaufsmacht.,EU-Einkaufsmacht.,ORG,0.0,0.0,de,1
RWE-Gaskraftwerk Duisburg-Huckingen.,RWE-Gaskraftwerk Duisburg-Huckingen.,ORG,0.0,0.0,de,1
Eidgenossen?,Eidgenossen?,ORG,0.0,0.0,de,1
"Bundesbank, die","Bundesbank, die",ORG,0.0,0.0,de,1
Konjunktur: â€�Wirtschaft,Konjunktur: â€�Wirtschaft,ORG,0.0,0.0,de,1
EU-Energiem…,EU-Energiem…,ORG,0.0,0.0,de,1
Wintershall Dea,Wintershall Dea,ORG,0.0,0.0,de,1
SPIEGEL: Und,SPIEGEL: Und,ORG,0.0,0.0,de,1
UN,UN,ORG,0.7,0.0,de,1
Energiesektor</li><li>,Energiesektor</li><li>,ORG,0.2333333333333333,0.0,de,1
Getreideabkommens</li><li>Ukraine,Getreideabkommens</li><li>Ukraine,ORG,0.2333333333333333,0.0,de,1
deutsch-spanische…,deutsch-spanische…,ORG,0.0,0.0,de,1
Stadtwerke?,Stadtwerke?,ORG,0.0,0.0,de,1
Tra…,Tra…,ORG,0.0,0.0,de,1
Totalenergies,Totalenergies,ORG,0.0,0.0,de,1
Energie- und Ölkonzernen,Energie- und Ölkonzernen,ORG,0.0,0.0,de,1
Nord-Stream-Pipelines 1,Nord-Stream-Pipelines 1,ORG,0.0,0.0,de,1
Instagram-Accounts,Instagram-Accounts,ORG,0.0,0.0,de,1
Joko & Klaas,Joko & Klaas,ORG,0.0,0.0,de,1
Energiesektor +++ Die Nachrichten,Energiesektor +++ Die Nachrichten,ORG,0.0,0.0,de,1
Europäische Zentralbank,Europäische Zentralbank,ORG,0.6999999999999998,0.0,de,1
Internationalen Energieagentur,Internationalen Energieagentur,ORG,0.0,0.0,de,1
Internationale Energieagentur.,Internationale Energieagentur.,ORG,-1.0,0.0,de,1
Krise,Krise,ORG,0.0,0.0,de,1
ADAC,ADAC,ORG,0.7,0.0,de,1
ADAC.,ADAC.,ORG,0.0,0.0,de,1
Russlands Präsidente…,Russlands Präsidente…,ORG,0.0,0.0,de,1
Deutschen: »Die Lage,Deutschen: »Die Lage,ORG,0.0,0.0,de,1
"Foto: dpa)
Kiew/Berlin/New York/Moskau","Foto: dpa)
Kiew/Berlin/New York/Moskau",ORG,0.0,0.0,de,1
puupelu tel,puupelu tel,ORG,0.0,0.0,de,1
unl uulepelaekeup,unl uulepelaekeup,ORG,0.0,0.0,de,1
Storm,Storm,ORG,0.0,0.0,de,1
Zeit der XXL-Zinsschr…,Zeit der XXL-Zinsschr…,ORG,0.0,0.0,de,1
Verbands der Betriebs- und Werksärzte,Verbands der Betriebs- und Werksärzte,ORG,-0.7,0.0,de,1
W…,W…,ORG,0.0,0.0,de,1
"Wirtschaftshilfe: Akute Winterhilfe und ""Marshallplan"" für die Ukraine.","Wirtschaftshilfe: Akute Winterhilfe und ""Marshallplan"" für die Ukraine.",ORG,0.0,0.0,de,1
bayerische FDP,bayerische FDP,ORG,0.0,0.0,de,1
RP,RP,ORG,0.0,0.0,de,1
FOCUS-online-Redakteur Ch…,FOCUS-online-Redakteur Ch…,ORG,0.7,0.0,de,1
"Inhaltsverzeichnis
Die Staats- und Regierungschefs","Inhaltsverzeichnis
Die Staats- und Regierungschefs",ORG,0.7,0.0,de,1
Lindner zeig…,Lindner zeig…,ORG,0.7,0.0,de,1
Bundesminister Habeck,Bundesminister Habeck,ORG,0.7,0.0,de,1
"Gastronomie: ""Was bin","Gastronomie: ""Was bin",ORG,0.0,0.0,de,1
MPK,MPK,ORG,-1.0,0.0,de,1
Ukraine: Sorge vor Staudamm-Sprengung.,Ukraine: Sorge vor Staudamm-Sprengung.,ORG,0.0,0.0,de,1
EU wi…,EU wi…,ORG,0.0,0.0,de,1
… Berlin,… Berlin,ORG,0.7,0.0,de,1
Terminkontrakt TTF,Terminkontrakt TTF,ORG,0.7,0.0,de,1
EVO) h…,EVO) h…,ORG,0.0,0.0,de,1
Grüner Energie-Korridor,Grüner Energie-Korridor,ORG,0.0,0.0,de,1
Stadtsta…,Stadtsta…,ORG,0.0,0.0,de,1
Stadtstaaten,Stadtstaaten,ORG,0.0,0.0,de,1
Dehoga NRW,Dehoga NRW,ORG,0.0,0.0,de,1
Prei…,Prei…,ORG,0.0,0.0,de,1
Hotel- und Gaststättenverband NRW,Hotel- und Gaststättenverband NRW,ORG,0.0,0.0,de,1
Nato.,Nato.,ORG,0.0,0.0,de,1
EU-Staaten hinterhe…,EU-Staaten hinterhe…,ORG,-0.7,0.0,de,1
Nord-Stream-Pipeline,Nord-Stream-Pipeline,ORG,0.0,0.0,de,1
Ukraine: ,Ukraine: ,ORG,0.0,0.0,de,1
Preisspitzen,Preisspitzen,ORG,0.0,0.0,de,1
SoVD,SoVD,ORG,0.7,0.0,de,1
EVP,EVP,ORG,0.0,0.0,de,1
Foto: Getty,Foto: Getty,ORG,0.0,0.0,de,1
SPD-Politikerin,SPD-Politikerin,ORG,0.0,0.0,de,1
KupferherstellungOhne,KupferherstellungOhne,ORG,0.0,0.0,de,1
Strom: Energie,Strom: Energie,ORG,0.0,0.0,de,1
"Exil-Medium ""The Insider","Exil-Medium ""The Insider",ORG,0.0,0.0,de,1
UN-Sicherheitsrat,UN-Sicherheitsrat,ORG,0.0,0.0,de,1
UN-Sicherheitsrat +++,UN-Sicherheitsrat +++,ORG,0.0,0.0,de,1
Universität Cambridge.,Universität Cambridge.,ORG,1.0,0.0,de,1
Angriffskrieg: Ukraine: Kiew,Angriffskrieg: Ukraine: Kiew,ORG,0.0,0.0,de,1
TTF Teile…,TTF Teile…,ORG,0.0,0.0,de,1
Nordstream,Nordstream,ORG,0.0,0.0,de,1
Inflations- und Energiekrise,Inflations- und Energiekrise,ORG,1.0,0.0,de,1
"Foto: Imago) 
Düsseldorf","Foto: Imago) 
Düsseldorf",ORG,0.0,0.0,de,1
Verbraucherschützer: Hohe Energiepreise,Verbraucherschützer: Hohe Energiepreise,ORG,0.0,0.0,de,1
Europäischen Bank für Wiederaufbau und Entwicklung.,Europäischen Bank für Wiederaufbau und Entwicklung.,ORG,0.0,0.0,de,1
Expertenkommission der Regierung,Expertenkommission der Regierung,ORG,0.0,0.0,de,1
Schoigus,Schoigus,ORG,-1.0,0.0,de,1
ZUMA Press/imago/Montage,ZUMA Press/imago/Montage,ORG,0.0,0.0,de,1
Redaktion.,Redaktion.,ORG,0.0,0.0,de,1
Europäer,Europäer,ORG,0.0,0.0,de,1
Europäischen Volkspartei,Europäischen Volkspartei,ORG,0.0,0.0,de,1
Charkiw gesamme…,Charkiw gesamme…,ORG,0.0,0.0,de,1
R…,R…,ORG,0.0,0.0,de,1
SPD-Fraktionschef,SPD-Fraktionschef,ORG,0.0,0.0,de,1
Täter-Opfer-Umkehr,Täter-Opfer-Umkehr,ORG,0.0,0.0,de,1
"Foto: dpa)
Berlin","Foto: dpa)
Berlin",ORG,0.0,0.0,de,1
(!),(!),ORG,0.0,0.0,de,1
