index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.faz.net/aktuell/politik/ukraine/friedenstruppen-fuer-die-ukraine-das-sind-die-vorschlaege-110267444.html,https://www.faz.net/aktuell/politik/ukraine/friedenstruppen-fuer-die-ukraine-das-sind-die-vorschlaege-110267444.html,0,www.faz.net,Putins Angriffskrieg: Die Debatte über Friedenstruppen in der Ukraine läuft,"Russland rückt im Donbass vor. Ein Sieg ist für beide Seiten fern, und so diskutieren Fachleute über eine Waffenruhe. Und über europäische Soldaten, die sie sichern könnten.",https://media0.faz.net/ppmedia/aktuell/3914036998/1.10267744/facebook_teaser/russische-soldaten-schwenken.jpg,2025-02-01T11:30:38Z,http://archive.md/20250201114401/https://www.faz.net/aktuell/politik/ukraine/friedenstruppen-fuer-die-ukraine-das-sind-die-vorschlaege-110267444.html,"Die russische Armee rückt in der Ukraine seit Monaten vor zwar langsam, aber so stetig, dass Fachleute im Augenblick keine Hoffnung auf ein baldiges Ende des Vormarsches haben. Insider aus jenen Stru… [+10485 chars]",,de,'Russland'
https://taz.de/Fahren-ohne-Fahrschein/!6063157/,https://taz.de/Fahren-ohne-Fahrschein/!6063157/,0,taz.de,Fahren ohne Fahrschein: Armut wird weiter bestraft,Der Freiheitsfonds kauft 60 Schwarz­fah­re­r*in­nen aus bundesdeutschen Gefängnissen frei. Sechs davon in Berlin. Reform des Gesetzes geplatzt.,https://taz.de/picture/7502587/1200/37540090-1.jpeg,2025-02-01T13:00:00Z,,Der Freiheitsfonds kauft 60 Schwarz­fah­re­r*in­nen aus bundesdeutschen Gefängnissen frei. Sechs davon in Berlin. Reform des Gesetzes geplatzt. mehr...,,de,'Armut'
https://www.faz.net/aktuell/politik/ukraine/ukraine-liveticker-trumps-ukraine-beauftragter-fordert-wahlen-110172806.html,https://www.faz.net/aktuell/politik/ukraine/ukraine-liveticker-trumps-ukraine-beauftragter-fordert-wahlen-110172806.html,0,www.faz.net,Ukraine-Liveblog: Trumps Ukraine-Beauftragter fordert Wahlen,Keith Kellogg: Wahlen müssen nachgeholt werden +++ Russischer Raketenangriff auf das Zentrum von Odessa +++ alle Entwicklungen im Liveblog,https://media1.faz.net/ppmedia/aktuell/feuilleton/903693681/1.10270367/facebook_teaser/trumps-mann-fuer-die-ukraine.jpg,2025-02-01T17:37:57Z,,"Der Ukraine-Krieg muss nach Ansicht der US-Regierung von Präsident Donald Trump auf dem Verhandlungsweg beendet werden. Der Krieg sei für alle Seiten unhaltbar, sagte US-Außenminister Marco Rubio nac… [+898 chars]",,de,'Ukraine'
https://www.faz.net/aktuell/politik/bundestagswahl/merz-und-sein-mut-zum-risiko-110268089.html,https://www.faz.net/aktuell/politik/bundestagswahl/merz-und-sein-mut-zum-risiko-110268089.html,0,www.faz.net,Abstimmung mit der AfD: Merz und sein Mut zum Risiko,"Mit der Entscheidung, seine Asylpolitik mit AfD-Stimmen durchzusetzen, hat Friedrich Merz Mut bewiesen. Die erhoffte Wirkung hängt nun von seiner Partei ab.",https://media1.faz.net/ppmedia/aktuell/politik/4121314559/1.10268077/facebook_teaser/die-afd-mit-der-afd-bekaempfen.jpg,2025-02-01T18:55:15Z,http://archive.md/20250201191211/https://www.faz.net/aktuell/politik/bundestagswahl/merz-und-sein-mut-zum-risiko-110268089.html,"Friedrich Merz ist all-in gegangen, und viele fragen sich, ob es, um in seiner Terminologie zu bleiben, ein one-off war, also ein einmaliges Nutzen von AfD-Stimmen. Der Kanzlerkandidat der Union vers… [+4397 chars]",,de,'Risiko'
https://www.zeit.de/news/2025-02/01/berichte-ueber-verschuettete-nach-bombeneinschlag-in-sudscha,https://www.zeit.de/news/2025-02/01/berichte-ueber-verschuettete-nach-bombeneinschlag-in-sudscha,0,www.zeit.de,Russisch-ukrainischer Krieg: Berichte über Verschüttete nach Bombeneinschlag in Sudscha,Hier finden Sie Informationen zu dem Thema „Russisch-ukrainischer Krieg“. Lesen Sie jetzt „Berichte über Verschüttete nach Bombeneinschlag in Sudscha“.,https://img.zeit.de/news/2025-02/01/berichte-ueber-verschuettete-nach-bombeneinschlag-in-sudscha-image-group/wide__1300x731,2025-02-01T20:18:57Z,https://web.archive.org/web/20250203162707/https://www.zeit.de/news/2025-02/01/berichte-ueber-verschuettete-nach-bombeneinschlag-in-sudscha,In der von Kiews Truppen kontrollierten Stadt Sudscha im russischen Gebiet Kursk sollen nach ukrainischen Angaben bei einem Schlag gegen ein Gebäude Dutzende Menschen verschüttet worden sein. «95 Men… [+2486 chars],,de,'Russland'
https://www.stern.de/gesellschaft/regional/nordrhein-westfalen/2--fussball-bundesliga--schalke-geht-gegen-magdeburg-unter--2-5-heimpleite-35432426.html,https://www.stern.de/gesellschaft/regional/nordrhein-westfalen/2--fussball-bundesliga--schalke-geht-gegen-magdeburg-unter--2-5-heimpleite-35432426.html,0,www.stern.de,2. Fußball-Bundesliga: Schalke geht gegen Magdeburg unter: 2:5-Heimpleite,"Schalke 04 kassiert gegen den 1. FC Magdeburg eine empfindliche Heimniederlage. Zwei Abwehrschnitzer in der ersten Halbzeit zwingen den Revierclub zu viel Risiko nach der Pause, was der FCM ausnutzt.",https://image.stern.de/35432428/t/53/v1/w1440/r1.7778/-/01--2mblnq5tmbv7axs2048jpeg---d093f7a30ba56bd9.jpg,2025-02-01T21:38:55Z,,"Kopiere den aktuellen Link
Schalke 04 kassiert gegen den 1. FC Magdeburg eine empfindliche Heimniederlage. Zwei Abwehrschnitzer in der ersten Halbzeit zwingen den Revierclub zu viel Risiko nach der … [+1426 chars]",,de,'Risiko'
https://www.tagesspiegel.de/sport/2-fussball-bundesliga-schalke-geht-gegen-magdeburg-unter-25-heimpleite-13130713.html,https://www.tagesspiegel.de/sport/2-fussball-bundesliga-schalke-geht-gegen-magdeburg-unter-25-heimpleite-13130713.html,0,www.tagesspiegel.de,2. Fußball-Bundesliga: Schalke geht gegen Magdeburg unter: 2:5-Heimpleite,"Schalke 04 kassiert gegen den 1. FC Magdeburg eine empfindliche Heimniederlage. Zwei Abwehrschnitzer in der ersten Halbzeit zwingen den Revierclub zu viel Risiko nach der Pause, was der FCM ausnutzt.",https://www.tagesspiegel.de/images/13130710/alternates/BASE_16_9_W1400/1738446038000/fc-schalke-04-1-fc-magdeburg.jpeg,2025-02-01T21:40:39Z,,Der FC Schalke 04 hat gegen die Auswärtsmacht 1. FC Magdeburg eine heftige Heimpleite kassiert. Der Revierclub unterliegt den Elbestädtern vor 61.681 Zuschauern in Gelsenkirchen klar mit 2:5 (0:2). M… [+1960 chars],,de,'Risiko'
https://www.zeit.de/digital/internet/2025-02/ai-act-eu-gesetz-kuenstliche-intelligenz,https://www.zeit.de/digital/internet/2025-02/ai-act-eu-gesetz-kuenstliche-intelligenz,0,www.zeit.de,AI Act: EU setzt Regeln für den Umgang mit KI in Kraft,"Unternehmen müssen ab heute ihre KI-Systeme nach dem Grad des Risikos bewerten. Einige sind komplett verboten, etwa Robo-Calls. Das könnte den Telefonbetrug eindämmen.",https://img.zeit.de/politik/2025-02/eu-regeln-ai-act-bild/wide__1300x731,2025-02-01T23:15:47Z,http://archive.md/20250201232855/https://www.zeit.de/digital/internet/2025-02/ai-act-eu-gesetz-kuenstliche-intelligenz,"In der
Europäischen Union gelten seit diesem Sonntag neue Regeln im Umgang mit künstlicher
Intelligenz. Ab sofort sind KI-Systeme verboten, die ""unannehmbare Risiken"" für
die Sicherheit, Gesundhei… [+2948 chars]",,de,'Risiko'
https://www.n-tv.de/politik/23-15-Britischer-Ex-Abgeordneter-tritt-ukrainischer-Internationaler-Legion-bei--article25534164.html,https://www.n-tv.de/politik/23-15-Britischer-Ex-Abgeordneter-tritt-ukrainischer-Internationaler-Legion-bei--article25534164.html,0,www.n-tv.de,Ukraine-Krieg im Liveticker: +++ 23:15 Britischer Ex-Abgeordneter tritt ukrainischer Internationaler Legion bei +++,Lesen Sie alle aktuellen Entwicklungen und Nachrichten über den russischen Angriffskrieg auf die Ukraine im Liveticker von ntv.de.,https://www.n-tv.de/img/incoming/crop25117070/4231326595-cImg_16_9-w1200/Ukraine-Liveticker.jpg,2025-02-01T23:18:00Z,,"Der ehemalige britische Abgeordnete der Konservativen Partei, Jack Lopresti, hat sich der Internationalen Legion der Ukraine angeschlossen, um das Land im Krieg gegen Russland zu unterstützen. Das sa… [+24472 chars]",,de,'Ukraine'
https://www.n-tv.de/politik/01-32-Russland-und-Ukraine-beschuldigen-sich-gegenseitig-fuer-Angriff-auf-Internat--article23143824.html,https://www.n-tv.de/politik/01-32-Russland-und-Ukraine-beschuldigen-sich-gegenseitig-fuer-Angriff-auf-Internat--article23143824.html,0,www.n-tv.de,Ukraine-Krieg im Liveticker: +++ 01:32 Russland und Ukraine beschuldigen sich gegenseitig für Angriff auf Internat +++,Lesen Sie alle aktuellen Entwicklungen und Nachrichten über den russischen Angriffskrieg auf die Ukraine im Liveticker von ntv.de.,https://www.n-tv.de/img/incoming/crop25117070/4231326595-cImg_16_9-w1200/Ukraine-Liveticker.jpg,2025-02-01T23:30:00Z,,Die Ukraine und Russland beschuldigen sich gegenseitig für einen tödlichen Raketenangriff auf das Wohnheim eines Internats in einem von ukrainischen Streitkräften besetzten Teil der russischen Region… [+4239 chars],,de,'Russland'
